Seed,Spawn_Strategy,Initial_Drones_XY,Goal_X,Goal_Y,Optimal_Tick,Used_Tick,Map_Coverage_%,Spawn_Fail_Count,Backtrack_Count,Total_Spawned,Success
306837,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",3,6,-1,28,61.62,126,94,33,True
956913,1,"[(15, 15)]",26,1,181,182,58.11,0,0,67,True
956913,2,"[(7, 15), (23, 15)]",26,1,149,150,94.73,0,0,106,True
956913,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",26,1,25,26,25.39,0,0,32,True
956913,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",26,1,31,32,70.7,3,3,93,True
956913,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",26,1,3,4,11.72,4,1,39,True
956913,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",26,1,5,8,23.54,63,25,32,True
401065,1,"[(15, 15)]",21,6,117,118,28.71,0,0,29,True
401065,2,"[(7, 15), (23, 15)]",21,6,137,138,46.0,0,0,75,True
401065,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",21,6,9,10,9.77,0,0,16,True
401065,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",21,6,17,18,34.28,0,0,54,True
401065,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",21,6,37,174,97.17,419,1276,72,True
401065,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",21,6,31,1084,99.71,2373,12426,32,True
308955,1,"[(15, 15)]",31,15,78,79,27.34,0,0,28,True
308955,2,"[(7, 15), (23, 15)]",31,15,88,89,49.61,0,0,46,True
308955,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",31,15,60,61,52.25,0,0,95,True
308955,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",31,15,52,53,65.23,0,0,154,True
308955,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",31,15,14,15,40.62,33,24,45,True
308955,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",31,15,6,7,22.66,52,11,32,True
758514,1,"[(15, 15)]",17,31,110,111,27.05,0,0,30,True
758514,2,"[(7, 15), (23, 15)]",17,31,144,145,70.9,0,0,78,True
758514,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",17,31,32,33,41.41,0,0,51,True
758514,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",17,31,30,31,66.5,0,0,85,True
758514,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",17,31,18,19,51.46,41,34,48,True
758514,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",17,31,16,17,45.02,102,40,32,True
786686,1,"[(15, 15)]",18,23,65,66,21.78,0,0,23,True
786686,2,"[(7, 15), (23, 15)]",18,23,175,176,82.32,0,0,139,True
786686,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",18,23,23,24,31.45,0,0,40,True
786686,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",18,23,17,18,37.5,1,0,57,True
786686,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",18,23,11,12,32.13,29,30,43,True
786686,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",18,23,9,10,28.12,70,29,32,True
375084,1,"[(15, 15)]",16,18,6,7,2.15,0,0,4,True
375084,2,"[(7, 15), (23, 15)]",16,18,58,59,43.07,0,0,49,True
375084,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",16,18,92,93,96.19,0,0,124,True
375084,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",16,18,34,35,60.74,1,0,100,True
375084,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",16,18,12,13,38.38,24,13,44,True
375084,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",16,18,6,7,20.61,56,8,32,True
651999,1,"[(15, 15)]",4,14,78,79,26.86,0,0,34,True
651999,2,"[(7, 15), (23, 15)]",4,14,6,7,2.83,0,0,6,True
651999,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",4,14,42,43,49.51,0,0,71,True
651999,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",4,14,56,57,94.63,1,2,163,True
651999,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",4,14,24,25,49.02,73,84,45,True
651999,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",4,14,10,11,29.1,71,27,32,True
664312,1,"[(15, 15)]",12,22,26,27,5.37,0,0,3,True
664312,2,"[(7, 15), (23, 15)]",12,22,50,51,33.4,0,0,36,True
664312,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",12,22,50,51,67.68,0,0,72,True
664312,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",12,22,38,39,75.29,18,50,100,True
664312,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",12,22,26,27,62.6,58,55,48,True
664312,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",12,22,12,13,31.64,74,52,32,True
130929,1,"[(15, 15)]",18,17,67,68,30.47,0,0,34,True
130929,2,"[(7, 15), (23, 15)]",18,17,19,20,11.72,0,0,22,True
130929,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",18,17,99,100,90.62,0,0,139,True
130929,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",18,17,81,88,97.66,21,74,243,True
130929,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",18,17,13,14,37.4,32,25,45,True
130929,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",18,17,13,14,34.18,93,42,32,True
293650,1,"[(15, 15)]",3,1,132,133,33.69,0,0,25,True
293650,2,"[(7, 15), (23, 15)]",3,1,66,67,29.0,0,0,25,True
293650,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",3,1,12,13,13.87,0,0,25,True
293650,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",3,1,20,21,36.04,0,0,57,True
293650,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",3,1,28,55,91.11,114,227,69,True
293650,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",3,1,22,29,63.67,116,104,32,True
442696,1,"[(15, 15)]",29,22,165,166,80.47,0,0,90,True
442696,2,"[(7, 15), (23, 15)]",29,22,125,126,92.87,0,0,120,True
442696,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",29,22,15,16,23.63,0,0,44,True
442696,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",29,22,5,6,9.96,0,0,28,True
442696,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",29,22,7,8,22.95,18,7,40,True
442696,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",29,22,7,10,30.18,65,26,32,True
524584,1,"[(15, 15)]",26,13,73,74,21.0,0,0,30,True
524584,2,"[(7, 15), (23, 15)]",26,13,25,26,14.55,0,0,19,True
524584,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",26,13,35,36,35.55,0,0,41,True
524584,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",26,13,39,40,72.36,0,0,111,True
524584,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",26,13,7,8,24.12,15,5,42,True
524584,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",26,13,15,20,45.02,98,68,32,True
474445,1,"[(15, 15)]",5,28,417,418,79.49,0,0,93,True
474445,2,"[(7, 15), (23, 15)]",5,28,97,98,59.77,0,0,68,True
474445,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",5,28,33,34,43.65,0,0,58,True
474445,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",5,28,31,32,66.89,2,4,96,True
474445,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",5,28,11,12,32.91,26,14,47,True
474445,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",5,28,7,8,23.44,68,15,32,True
658986,1,"[(15, 15)]",31,0,263,264,80.66,0,0,88,True
658986,2,"[(7, 15), (23, 15)]",31,0,107,108,71.29,0,0,92,True
658986,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",31,0,41,42,48.73,0,0,57,True
658986,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",31,0,57,58,86.72,3,0,139,True
658986,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",31,0,11,12,34.38,22,3,50,True
658986,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",31,0,23,24,53.32,112,98,32,True
778130,1,"[(15, 15)]",27,23,130,131,45.8,0,0,36,True
778130,2,"[(7, 15), (23, 15)]",27,23,166,167,76.76,0,0,88,True
778130,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",27,23,16,17,16.11,0,0,22,True
778130,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",30,1,37,38,57.91,12,7,95,True
778130,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",27,23,22,27,61.04,72,68,35,True
778130,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",27,23,20,33,62.99,114,134,32,True
593484,1,"[(15, 15)]",21,10,337,338,78.32,0,0,84,True
593484,2,"[(7, 15), (23, 15)]",21,10,7,8,4.79,0,0,13,True
593484,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",21,10,43,44,49.32,0,0,56,True
593484,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",21,10,69,70,96.09,5,1,164,True
593484,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",21,10,3,4,11.82,8,0,35,True
593484,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",21,10,1,2,8.2,41,1,32,True
959426,1,"[(15, 15)]",6,14,38,39,13.67,0,0,15,True
959426,2,"[(7, 15), (23, 15)]",6,14,68,69,42.19,0,0,51,True
959426,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",6,14,32,33,38.87,0,0,59,True
959426,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",6,14,34,35,51.37,0,0,110,True
959426,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",6,14,50,53,68.85,117,187,66,True
959426,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",6,14,4,17,39.36,89,37,32,True
997849,1,"[(15, 15)]",13,5,322,323,94.04,0,0,110,True
997849,2,"[(7, 15), (23, 15)]",13,5,104,105,81.84,0,0,98,True
997849,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",13,5,68,69,75.39,0,0,88,True
997849,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",13,5,48,49,81.84,5,7,151,True
997849,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",13,5,6,7,21.68,16,5,42,True
997849,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",13,5,6,7,20.02,58,8,32,True
166728,1,"[(15, 15)]",5,27,162,163,74.32,0,0,96,True
166728,2,"[(7, 15), (23, 15)]",5,27,64,65,36.23,0,0,42,True
166728,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",5,27,54,55,54.1,0,0,98,True
166728,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",5,27,28,29,55.18,6,7,109,True
166728,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",5,27,12,13,35.16,37,25,38,True
166728,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",5,1,10,25,53.91,136,97,32,True
229460,1,"[(15, 15)]",21,21,56,57,22.27,0,0,26,True
229460,2,"[(7, 15), (23, 15)]",21,21,60,61,49.9,0,0,55,True
229460,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",21,21,32,33,35.45,0,0,45,True
229460,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",21,21,26,27,48.05,0,0,90,True
229460,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",21,21,22,25,59.38,78,78,37,True
229460,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",21,21,20,23,51.46,116,65,32,True
485175,1,"[(15, 15)]",28,10,50,51,20.61,0,0,20,True
485175,2,"[(7, 15), (23, 15)]",28,10,64,65,31.45,0,0,30,True
485175,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",28,10,80,81,88.38,0,0,120,True
485175,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",28,10,54,55,87.3,1,0,148,True
485175,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",28,10,2,3,10.55,9,1,34,True
485175,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",28,10,4,5,17.29,55,4,32,True
768193,1,"[(15, 15)]",24,7,305,306,73.83,0,0,70,True
768193,2,"[(7, 15), (23, 15)]",24,7,73,74,46.97,0,0,56,True
768193,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",24,7,1,2,1.37,0,0,8,True
768193,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",24,7,37,38,64.36,2,1,108,True
768193,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",24,7,13,14,38.57,23,26,55,True
768193,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",24,7,9,18,43.75,89,58,32,True
866736,1,"[(15, 15)]",30,27,67,68,22.66,0,0,25,True
866736,2,"[(7, 15), (23, 15)]",30,27,57,58,45.41,0,0,51,True
866736,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",30,27,31,32,37.11,0,0,53,True
866736,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",30,27,25,26,49.51,1,2,90,True
866736,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",30,27,19,44,81.45,109,175,64,True
866736,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",30,27,3,82,74.12,275,575,32,True
561315,1,"[(15, 15)]",27,18,47,48,13.28,0,0,15,True
561315,2,"[(7, 15), (23, 15)]",27,18,31,32,17.68,0,0,24,True
561315,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",27,18,21,22,21.09,0,0,29,True
561315,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",27,18,79,80,88.38,0,0,192,True
561315,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",27,18,3,4,12.01,9,2,33,True
561315,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",27,18,3,6,17.87,57,18,32,True
181768,1,"[(15, 15)]",14,30,132,133,58.79,0,0,67,True
181768,2,"[(7, 15), (23, 15)]",14,30,118,119,71.78,0,0,76,True
181768,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",14,30,58,59,70.7,0,0,85,True
181768,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",14,30,14,15,32.03,0,0,53,True
181768,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",14,30,8,9,26.07,14,4,41,True
